ticker,price
CLR,74.07
CLRB,1.89
CLRCR,0.1
CLRM,10.04
CLRMU,10.02
CLRMW,0.002
CLRO,0.581
CLS,11.39
CLSD,1.41
CLSK,2.59
CLST,12.95
CLVR,0.53
CLVRW,0.069
CLVS,0.367
CLVT,10.52
CLVT-PA,45.63
CLW,37.5
CLWT,1.475
CLX,144.93
CLXT,0.18
CM,47.54
CMA,73.21
CMAX,4.93
CMBM,21.49
CMC,47.16
CMCA,10.19
CMCAU,10.2
CMCL,11.5
CMCM,1.9
CMCO,32.5
CMCSA,34.28
CMCT,6.34
CME,173.79
CMG,1523.47
CMI,250.71
CMLS,7.53
CMMB,4.235
CMP,43.52
CMPO,4.95
CMPOW,0.72
CMPR,28.98
CMPS,10.68
CMPX,4.75
CMRA,1.37
CMRAW,0.06
CMRE,10.24
CMRE-PB,22.25
CMRE-PC,24.18
CMRE-PD,24.3
CMRE-PE,24.45
CMRX,2.19
CMS,58.44
CMS-PB,89.9
CMS-PC,17.7
CMT,11.41
CMTG,17.94
CMTL,12.21
CNA,41.28
CNC,79.67
CNCE,4.96
CND,10.12
CND.U,10.27
CND.WS,0.35
CNDA,9.815
CNDB,10.07
CNDT,3.86
CNET,0.8
CNEY,1.94
CNF,1.92
CNFR,1.34
CNGL,10.2
CNGLU,10.15
CNGLW,0.028
CNHI,15.16
CNI,121.39
CNK,12.91
CNM,21.52
CNMD,90.09
CNNB,14.846
CNNE,25.18
CNO,22.4
CNO-PA,17.855
CNOB,25.62
CNOBP,20.65
CNP,29.13
CNQ,62.34
CNS,65.27
CNSL,4.98
CNSP,0.19
CNTA,3.53
CNTB,0.752
CNTG,0.823
CNTX,1.2
CNTY,8.16
CNX,18.5
CNXA,0.21
CNXC,124.62
CNXN,52.31
COCO,10.76
COCP,3.03
CODA,6.03
CODI,20.91
CODI-PA,23.35
CODI-PB,25.0
CODI-PC,24.15
CODX,3.68
COE,1.77
COEP,2.17
COEPW,0.089
COF,103.56
COF-PI,19.51
COF-PJ,18.23
COF-PK,18.32
COF-PL,17.43
COF-PN,16.979
COFS,22.5
COGT,11.71
COHN,10.02
COHR,41.45
COHU,36.59
COIN,55.53
COKE,465.95
COLB,34.31
COLD,29.09
COLI,9.94
COLIU,9.93
COLIW,0.024
COLL,21.53
COLM,82.66
COMM,9.17
COMP,3.42
COMS,0.069
COMSP,1.25
COMSW,0.02
CONN,19.54
CONX,10.03
CONXU,10.12
CONXW,0.13
COO,315.78
COOK,4.21
COOL,10.04
COOLU,10.05
COOP,43.53
COP,134.09
CORR,2.14
CORR-PA,13.1
CORT,26.69
CORZ,0.229
CORZW,0.05
COSM,0.122
COST,526.47
COTY,7.65
COUP,54.1
COUR,14.01
COVA,10.02
COVAU,10.02
COVAW,0.043
COWN,38.6
CP,75.42
CPA,74.52
CPAA,9.83
CPAC,5.95
CPAQ,10.17
CPAQU,10.28
CPAQW,0.29
CPAR,9.96
CPARW,0.021
CPB,48.81
CPE,57.209
CPF,21.13
CPG,8.59
CPHC,25.73
CPHI,0.12
CPIX,2.29
CPK,111.72
CPLP,15.45
CPNG,19.23
CPOP,0.863
CPRI,54.01
CPRT,62.06
CPRX,15.89
CPS,7.86
CPSH,3.6
CPSI,28.7
CPSS,8.0
CPT,114.63
CPTK,10.01
CPTK.WS,0.014
CPTN,1.71
CPTNW,0.205
CPUH,10.02
CPUH.U,10.032
CPUH.WS,0.085
CQP,54.72
CR,105.66
CRAI,116.65
CRBG,22.25
CRBP,0.135
CRBU,10.1
CRC,47.28
CRCT,9.19
CRD.A,6.38
CRD.B,5.75
CRDF,1.34
CRDL,0.634
CRDO,15.36
CREC,10.14
CREG,2.957
CRESW,0.44
CRESY,5.26
CREX,0.61
CREXW,0.004
CRGE,2.76
CRGY,14.3
CRH,39.72
CRI,74.04
CRIS,0.912
CRK,18.72
CRKN,0.23
CRL,250.07
CRM,162.07
CRMD,3.69
CRMT,70.45
CRNC,18.03
CRNT,1.92
CRNX,18.24
CRON,3.07
CROX,96.66
CRS,41.55
CRSP,61.01
CRSR,16.53
CRTO,26.26
CRU,10.04
CRU.U,10.04
CRUS,77.22
CRVL,169.995
CRVS,0.912
CRWD,148.3
CRWS,5.96
CRZN,10.0
CRZNU,10.0
CRZNW,0.02
CS,4.51
CSAN,13.37
CSBR,6.41
CSCO,44.9
CSGP,82.71
CSGS,60.1
CSII,14.73
CSIQ,36.75
CSL,242.06
CSLM,10.04
CSPI,7.48
CSR,65.8
CSR-PC,24.5
CSSE,9.11
CSSEP,23.49
CSTA,10.0
CSTA.WS,0.02
CSTE,6.77
CSTL,23.03
CSTM,12.49
CSTR,17.19
CSV,25.29
CSWC,18.51
CSWI,117.59
CSX,31.31
CTA-PA,61.523
CTA-PB,88.06
CTAQ,10.03
CTAQW,0.03
CTAS,444.81
CTBI,46.67
CTG,7.18
CTGO,24.5
CTHR,0.94
CTIB,0.9
CTIC,5.47
CTKB,14.75
CTLP,3.29
CTLT,48.91
CTM,0.79
CTMX,1.19
CTO,20.02
CTO-PA,21.0
CTOS,6.35
CTOS.WS,0.73
CTRA,27.81
CTRE,19.24
CTRM,1.25
CTRN,22.04
CTS,42.73
CTSH,59.96
CTSO,1.53
CTV,2.83
CTVA,66.72
CTXR,1.07
CUBE,40.17
CUBI,33.32
CUBI-PE,25.65
CUBI-PF,25.15
CUE,3.78
CUEN,0.347
CUENW,0.04
CUK,10.04
CULL,11.21
CULP,5.16
CURI,3.46
CURIW,0.192
CURO,3.65
CURV,4.6
CUTR,44.33
CUZ,25.44
CVAC,8.07
CVBF,27.66
CVCO,214.92
CVCY,19.46
CVE,21.5
CVE.WS,16.62
CVEO,30.59
CVGI,6.69
CVGW,36.5
CVI,20.99
CVII,9.94
CVII.U,9.96
CVII.WS,0.04
CVLG,23.53
CVLT,66.87
CVLY,23.77
CVM,3.38
CVNA,9.93
CVR,26.99
CVRX,12.53
CVS,97.73
CVT,5.84
CVU,2.375
CVV,5.85
CVX,188.05
CW,175.15
CWAN,18.45
CWBC,14.75
CWBR,1.95
CWCO,13.7
CWEN,35.19
CWEN.A,32.43
CWH,27.71
CWK,11.52
CWST,79.87
CWT,63.13
CX,4.49
CXAC,10.12
CXAC.U,10.14
CXAC.WS,0.041
CXDO,2.25
CXM,8.69
CXW,11.59
CYAD,0.98
CYAN,1.3
CYBN,0.467
CYBR,162.48
CYCC,1.13
CYCCP,9.19
CYCN,0.515
CYD,7.32
CYH,3.43
CYN,0.8
CYRN,0.975
CYRX,31.88
CYT,1.6
CYTH,1.32
CYTHW,0.55
CYTK,39.95
CYTO,5.75
CYXT,2.42
CZFS,69.9
CZNC,24.33
CZOO,0.352
CZOO.WS,0.015
CZR,54.3
CZWI,13.95
D,58.88
DAC,58.81
DADA,5.03
DAIO,3.98
DAKT,3.66
DAL,34.9
DALN,4.6
DALS,9.85
DAN,18.62
DAO,4.24
DAOO,10.115
DAOOU,10.17
DAOOW,0.023
DAR,75.4
DARE,0.95
DASH,63.38
DATS,0.515
DAVA,80.45
DAVE,0.34
DAVEW,0.032
DAWN,21.89
DB,10.55
DBD,2.75
DBGI,4.6
DBGIW,4.0
DBI,15.34
DBRG,15.25
DBRG-PH,20.33
DBRG-PI,20.43
DBRG-PJ,20.34
DBTX,3.47
DBVT,1.4
DBX,22.9
DC,3.66
DC.WS,1.83
DCBO,31.05
DCFC,1.63
DCFCW,0.45
DCGO,8.23
DCI,60.31
DCO,50.92
DCOM,35.6
DCOMP,20.15
DCP,38.6
DCP-PB,25.28
DCP-PC,24.97
DCPH,15.74
DCRD,10.13
DCRDW,0.61
DCT,12.04
DCTH,2.8
DD,70.67
DDD,10.72
DDI,9.5
DDL,4.35
DDOG,86.1
DDS,383.03
DE,406.97
DEA,15.81
DECA,10.19
DECAU,10.17
DECK,347.27
DEI,17.07
DELL,42.35
DEN,95.0
DENN,13.04
DEO,173.66
DERM,2.089
DESP,6.37
DFFN,5.7
DFH,10.34
DFIN,34.89
DFLI,8.08
DFLIW,0.205
DFS,103.63
DG,257.26
DGHI,0.685
DGICA,15.32
DGICB,15.14
DGII,41.37
DGLY,0.373
DGNU,9.845
DGX,147.94
DH,11.64
DHAC,10.53
DHBC,10.03
DHBCU,10.04
DHC,1.18
DHCA,9.95
DHCAW,0.048
DHHC,9.93
DHHCU,9.96
DHHCW,0.09
DHI,84.17
DHIL,181.61
DHR,270.33
DHR-PB,1404.29
DHT,10.11
DHX,5.87
DIBS,6.15
DICE,33.63
DILAW,0.025
DIN,73.11
DINO,65.54
DIOD,88.0
DIS,95.51
DISA,9.99
DISH,16.04
DIT,182.6
DJCO,275.09
DK,33.89
DKDCA,10.46
DKDCU,10.53
DKDCW,0.058
DKL,54.81
DKNG,15.42
DKS,107.12
DLA,17.39
DLB,70.82
DLCA,10.02
DLCAW,0.03
DLHC,17.79
DLNG,3.23
DLNG-PA,23.4
DLNG-PB,24.1
DLO,21.22
DLPN,2.95
DLR,111.87
DLR-PJ,21.55
DLR-PK,23.32
DLR-PL,21.24
DLTH,8.66
DLTR,168.84
DLX,19.98
DM,4.705
DMAC,1.14
DMAQR,0.069
DMLP,29.02
DMRC,24.1
DMS,1.76
DMS.WS,0.22
DMTK,13.15
DMYS,9.91
DMYS.U,9.995
DMYS.WS,0.311
DMYY.U,10.01
DNA,2.67
DNA.WS,0.535
DNAB,9.94
DNAD,9.945
DNAY,1.67
DNB,14.6
DNLI,31.21
DNMR,4.555
DNN,1.26
DNOW,12.61
DNUT,14.49
DNZ,9.97
DNZ.WS,0.059
DO,10.01
DOC,14.46
DOCN,32.38
DOCS,32.78
DOCU,53.32
DOGZ,0.914
DOLE,9.2
DOMA,0.461
DOMA.WS,0.038
DOMO,15.56
DOOO,69.14
DOOR,74.55
DORM,87.46
DOUG,4.16
DOV,142.16
DOW,51.6
DOX,82.42
DOYU,1.37
DPCS,10.17
DPRO,0.56
DPSI,5.89
DPZ,366.74
DQ,57.45
DRAY,10.1
DRAYU,10.09
DRCT,3.42
DRCTW,0.236
DRD,6.14
DRH,8.99
DRH-PA,24.88
DRI,143.1
DRIO,6.84
DRMA,0.67
DRQ,26.4
DRRX,0.508
DRTS,4.35
DRTSW,0.27
DRTT,0.302
DRUG,0.985
DRVN,31.1
DS,0.427
DS-PB,12.77
DS-PC,12.602
DS-PD,13.49
DSAQ.U,10.18
DSEY,5.38
DSGN,14.26
DSGR,38.79
DSGX,73.2
DSKE,6.61
DSP,4.21
DSS,0.217
DSWL,3.25
DSX,4.24
DSX-PB,24.92
DT,38.59
DTC,5.07
DTE,114.48
DTEA,0.695
DTIL,1.49
DTLA-P,6.96
DTM,60.13
DTOC,9.92
DTOCW,0.1
DTRT,10.22
DTRTW,0.22
DTSS,1.38
DTST,2.05
DUET,10.02
DUETW,0.033
DUK,97.13
DUK-PA,24.45
DUNE,9.77
DUNEW,0.014
DUO,1.2
DUOL,73.82
DUOT,3.15
DV,26.49
DVA,70.19
DVAX,13.11
DVN,73.62
DWAC,25.37
DWACU,29.5
DWACW,7.6
DWSN,1.99
DX,12.82
DX-PC,21.58
DXC,28.61
DXCM,116.31
DXF,0.24
DXLG,4.81
DXPE,26.18
DXR,9.98
DXYN,0.981
DY,102.3
DYAI,1.83
DYN,9.99
DYNT,0.48
DZSI,13.91
E,30.05
EA,128.78
EAC,10.01
EAF,4.7
EAR,0.54
EARN,7.14
EAST,0.272
EAT,34.31
EB,7.44
EBAC,10.0
EBACU,10.05
EBACW,0.204
EBAY,47.02
EBC,19.06
EBET,0.91
EBF,22.44
EBIX,25.66
EBMT,18.88
EBON,0.289
EBR,8.39
EBR.B,9.74
EBS,13.31
EBTC,32.86
EC,10.36
ECBK,16.75
ECF-PA,22.8
ECL,152.77
ECOR,0.282
ECPG,62.76
ECVT,8.67
ED,89.7
EDAP,10.14
EDBL,0.37
EDIT,13.05
EDN,7.26
EDR,22.23
EDRY,16.45
EDSA,0.917
EDTK,0.93
EDTX,10.36
EDTXW,0.04
EDU,27.16
EDUC,2.9
EE,26.37
EEFT,91.27
EEIQ,1.637
EEX,3.97
EFC,14.34
EFC-PA,21.14
EFHTU,10.04
EFOI,0.4
EFSC,51.79
EFSCP,17.9
EFSH,1.66
EFTR,0.551
EFX,207.1
EFXT,5.83
EGAN,9.45
EGBN,45.85
EGGF,9.86
EGGF.WS,0.201
EGHT,4.45
EGIO,1.34
EGLE,53.24
EGLX,0.698
EGO,7.01
EGP,157.0
EGRX,37.0
EGY,5.55
EH,4.89
EHAB,13.12
EHC,56.88
EHTH,3.16
EIG,43.17
EIGR,4.57
EIX,60.67
EJH,0.86
EKSO,1.3
EL,226.98
ELA,4.89
ELAN,12.75
ELBM,2.62
ELDN,2.64
ELEV,0.97
ELF,51.75
ELLO,18.68
ELMD,10.14
ELME,18.98
ELOX,0.136
ELP,7.23
ELS,64.55
ELSE,4.87
ELTK,3.855
ELV,479.01
ELVT,1.06
ELYM,3.01
ELYS,0.28
EM,0.771
EMAN,0.9
EMBC,33.27
EMBK,4.92
EMBKW,0.03
EMCF,33.87
EMCG,10.11
EME,152.83
EMKR,1.59
EML,22.2
EMLD,9.96
EMLDU,9.95
EMN,86.87
EMR,96.18
EMX,1.86
ENB,40.37
ENCP,10.23
ENER,10.0
ENERR,0.074
ENFN,13.99
ENG,0.98
ENIC,1.81
ENLC,12.28
ENLV,4.81
ENOB,1.77
ENOV,54.63
ENPH,300.73
ENR,31.86
ENS,78.13
ENSC,2.16
ENSG,91.9
ENSV,2.7
ENTA,47.22
ENTF,10.17
ENTFW,0.03
ENTG,80.29
ENTX,0.538
ENTXW,0.04
ENV,56.89
ENVA,39.4
ENVB,3.4
ENVX,14.84
ENZ,2.23
EOCW,9.945
EOCW.U,9.95
EOCW.WS,0.082
EOG,147.3
EOLS,7.54
EOSE,3.4202
EOSEW,0.28
EP,14.3
EP-PC,45.599
EPAC,25.24
EPAM,352.13
EPC,40.51
EPD,24.89
EPHY,9.98
EPHYU,9.98
EPHYW,0.02
EPIX,3.98
EPM,7.78
EPOW,3.24
EPR,39.94
EPR-PC,18.66
EPR-PE,27.31
EPR-PG,17.55
EPRT,22.31
EPSN,7.43
EPWR,9.99
EQ,1.812
EQBK,37.0
EQC,25.83
EQC-PD,25.16
EQH,30.6
EQH-PA,19.82
EQH-PC,17.53
EQHA,9.93
EQHA.U,9.94
EQHA.WS,0.018
EQIX,657.23
EQNR,36.09
EQOS,0.297
EQR,62.3
EQRX,3.65
EQRXW,0.49
EQS,1.619
EQT,43.76
EQX,3.7
ERAS,8.17
ERES,10.09
ERESW,0.2
ERF,19.2
ERIC,6.19
ERIE,260.19
ERII,21.48
ERJ,10.36
ERNA,3.56
ERO,12.25
ERYP,0.65
ES,78.65
ESAB,41.4
ESAC,10.23
ESCA,10.11
ESE,88.27
ESEA,20.61
ESGR,199.81
ESGRO,23.295
ESGRP,22.55
ESI,19.1
ESLT,189.29
ESM,10.0
ESM.U,10.04
ESMT,18.27
ESNT,38.08
ESOA,2.853
ESP,13.35
ESPR,7.3
ESQ,45.0
ESRT,7.47
ESS,212.18
ESSA,21.35
ESTA,63.36
ESTC,67.08
ESTE,17.36
ET,12.04
ET-PC,23.67
ET-PD,23.9
ET-PE,24.07
ETD,29.87
ETI-P,23.4
ETN,162.39
ETNB,9.79
ETON,3.07
ETR,109.53
ETRN,8.25
ETSY,125.31
ETWO,6.32
ETWO.WS,0.96
EUCR,9.92
EURN,19.97
EVA,61.16
EVAX,2.36
EVBG,33.27
EVBN,38.2
EVC,5.51
EVCM,6.85
EVE,10.14
EVE.U,10.15
EVE.WS,0.05
EVER,10.7
EVEX,10.43
EVEX.WS,0.44
EVGN,0.72
EVGO,7.28
EVGOW,1.67
EVGR,10.18
EVGRW,0.049
EVH,25.44
EVI,19.43
EVK,0.679
EVLO,2.19
EVLV,3.64
EVLVW,0.6
EVO,9.25
EVOJ,9.96
EVOJU,10.02
EVOJW,0.155
EVOK,1.68
EVOP,33.64
EVR,116.34
EVRG,59.71
EVRI,17.23
EVTC,34.71
EVTL,4.1
EVTL.WS,0.41
EVTV,2.89
EW,75.96
EWBC,71.66
EWCZ,14.32
EWTX,10.5
EXAI,7.18
EXAS,44.28
EXC,38.24
EXEL,16.8
EXFY,10.72
EXK,3.34
EXLS,182.41
EXN,0.373
EXP,129.0
EXPD,115.66
EXPE,99.94
EXPI,13.2
EXPO,101.2
EXPR,1.35
EXR,154.85
EXTR,11.945
EYE,40.96
EYEN,1.82
EYPT,4.42
EZFL,0.512
EZGO,0.381
EZPW,9.85
F,14.3
F-PB,23.97
F-PC,23.35
F-PD,23.19
FA,12.81
FACA,10.02
FACA.U,10.01
FACT,9.98
FACT.U,10.0
FACT.WS,0.175
FAF,54.04
FAMI,0.6
FANG,167.03
FANH,5.2
FARM,5.15
FARO,34.11
FAST,51.63
FAT,6.9
FATBB,6.8
FATBP,18.19
FATBW,3.9
FATE,34.79
FATH,2.45
FATP,10.07
FATPU,9.99
FAZE,2.49
FAZEW,0.19
FBC,39.78
FBHS,67.32
FBIO,0.88
FBIOP,19.76
FBIZ,38.95
FBK,43.36
FBMS,34.7
FBNC,46.27
FBP,15.36
FBRT,14.34
FBRT-PE,18.52
FBRX,1.0
FC,49.15
FCAP,24.43
FCAX,10.045
FCBC,38.61
FCCO,20.8
FCEL,3.87
FCF,14.77
FCFS,91.85
FCN,165.86
FCNCA,820.45
FCNCO,20.53
FCNCP,20.22
FCPT,26.99
FCRD,4.21
FCUV,12.75
FCX,38.09
FDBC,46.8
FDMT,18.69
FDP,27.86
FDS,432.92
FDUS,20.21
FDX,176.26
FE,38.15
FEAM,12.41
FEDU,8.05
FEIM,5.375
FELE,83.9
FEMY,1.25
FENC,8.03
FENG,4.7
FERG,120.44
FET,28.75
FEXD,10.14
FF,8.15
FFBC,25.7
FFBW,11.87
FFHL,7.23
FFIC,20.96
FFIE,0.51
FFIEW,0.1
FFIN,38.3
FFIV,151.73
FFNW,15.3
FFWM,15.02
FGBI,23.7
FGBIP,24.876
FGEN,14.92
FGF,2.5
FGFPP,17.22
FGI,2.39
FGIWW,0.41
FGMCU,10.12
FHB,26.1
FHI,35.98
FHLT,10.09
FHLTU,10.05
FHLTW,0.02
FHN,24.32
FHN-PB,24.83
FHN-PC,24.83
FHN-PD,23.22
FHN-PE,24.1
FHN-PF,20.8
FHTX,9.23
FIAC,10.07
FIACU,10.045
FIBK,43.85
FICO,616.49
FIGS,6.62
FINM,10.03
FINMU,10.04
FINMW,0.01
FINV,5.24
FINW,9.025
FIP,2.89
FIS,63.87
FISI,24.47
FISV,100.35
FITB,36.45
FITBI,25.34
FITBO,19.93
FITBP,22.68
FIVE,158.38
FIVN,63.84
FIX,121.31
FIXX,1.77
FIZZ,51.72
FKWL,3.38
FL,33.81
FLAC,10.185
FLACU,10.128
FLACW,0.85
FLAG,10.0
FLAG.WS,0.02
FLEX,20.08
FLFV,10.02
FLFVU,10.09
FLGC,0.525
FLGT,37.02
FLIC,17.95
FLJ,1.3
FLL,7.47
FLME,10.03
FLME.WS,0.66
FLNC,16.45
FLNG,33.26
FLNT,1.36
FLO,28.28
FLR,33.46
FLS,33.11
FLT,195.6
FLUX,5.26
FLWS,9.15
FLXS,14.78
FLYA.WS,0.024
FLYW,23.92
FMAO,28.91
FMBH,33.78
FMC,128.73
FMIV,9.94
FMNB,14.9
FMS,15.44
FMX,77.8
FN,126.65
FNA,19.44
FNB,13.86
FNB-PE,25.514
FNCB,7.98
FNCH,1.078
FND,79.5
FNF,40.37
FNGR,5.7
FNKO,9.27
FNLC,31.26
FNV,140.64
FNVT,10.16
FNVTW,0.05
FNWB,15.53
FNWD,31.8
FOA,1.44
FOA.WS,0.14
FOCS,39.88
FOLD,11.67
FONR,17.17
FOR,14.05
FORA,3.02
FORD,1.31
FORG,22.08
FORM,22.93
FORR,34.84
FORTY,81.0
FOSL,4.93
FOUR,52.47
FOX,28.99
FOXA,30.75
FOXF,107.5
FOXO,0.492
FOXO.WS,0.034
FOXW,10.17
FOXWU,10.16
FOXWW,0.028
FPAC,9.95
FPAC.U,9.99
FPAC.WS,0.157
FPAY,1.09
FPH,2.46
FPI,13.57
FR,48.63
FRAF,31.8
FRBA,15.21
FRBK,2.71
FRBN,10.21
FRC,130.56
FRC-PH,21.25
FRC-PI,23.09
FRC-PJ,19.5
FRC-PK,17.19
FRC-PL,17.88
FRC-PM,16.89
FRC-PN,18.89
FRD,9.47
FREE,3.37
FREEW,0.122
FREQ,2.2
FREY,15.01
FREY.WS,6.41
FRG,26.04
FRGAP,23.25
FRGE,1.59
FRGI,6.9
FRGT,0.349
FRHC,59.71
FRLA,10.22
FRLAU,10.24
FRLN,0.68
FRME,43.14
FRMEP,25.5
FRO,14.17
FROG,24.56
FRON,10.0
FRONU,10.0
FRONW,0.062
FRPH,58.7
FRPT,67.69
FRSG,9.935
FRSGU,9.83
FRSGW,0.02
FRSH,14.85
FRST,12.48
FRSX,0.541
FRT,107.74
FRT-PC,21.05
FRTX,2.08
FRW,10.03
FRWAU,10.02
FRWAW,0.004
FRXB,9.94
FRXB.U,9.959
FRXB.WS,0.09
FRZA,2.01
FSBC,28.89
FSBW,33.12
FSEA,10.37
FSFG,22.5
FSI,3.12
FSK,19.43
FSLR,159.63
FSLY,16.07
FSM,3.52
FSNB,9.93
FSP,2.94
FSR,8.59
FSRD,0.102
FSRDW,0.016
FSRX,9.94
FSS,49.7
FSSI,10.01
FSSIU,10.0
FSTR,12.4
FSTX,4.61
FSV,126.53
FTAA,10.01
FTAAW,0.029
FTAI,17.09
FTAIN,21.45
FTAIO,22.82
FTAIP,22.61
FTCH,10.03
FTCI,2.41
FTCV,10.03
FTCVU,10.0
FTCVW,0.019
FTDR,24.6
FTEK,1.32
FTEV,10.01
FTEV.WS,0.048
FTFT,0.42
FTHM,4.56
FTI,12.35
FTII,10.14
FTIIU,10.11
FTK,1.09
FTNT,56.2
FTPA,9.94
FTS,39.81
FTV,66.74
FTVI,10.02
FTVIU,10.01
FUBO,7.62
FUL,76.03
FULC,7.18
FULT,18.54
FULTP,20.74
FUN,40.2
FUNC,18.5
FURY,0.36
FUSB,8.59
FUSN,2.13
FUTU,53.86
FUV,6.795
FVCB,20.0
FVIV,10.04
FVIV.U,10.03
FVRR,39.84
FVT,10.03
FVT.U,10.02
FWAC,9.96
FWBI,0.89
FWONA,51.35
FWONK,56.93
FWP,2.92
FWRD,114.78
FWRG,15.33
FXCO,10.1
FXLV,3.22
FXNC,18.28
FYBR,25.67
FZT,9.885
FZT.WS,0.3
G,44.48
GABC,39.48
GACQ,10.5
GACQW,0.134
GAIA,2.8
GAIN,13.89
GAINN,23.41
GALT,1.24
GAMB,9.41
GAMC,10.0
GAMCW,0.029
GAME,0.65
GAN,1.56
GANX,3.12
GAPA,10.15
GAPA.U,10.13
GAQ,9.96
GAQ.WS,0.035
GASS,3.25
GATE,10.07
GATEU,10.07
GATEW,0.09
GATO,3.7
GATX,109.82
GAU,0.57
GB,4.05
GB.WS,0.235
GBBK,9.93
GBBKR,0.06
GBBKW,0.038
GBCI,57.43
GBDC,13.34
GBIO,6.32
GBLI,24.55
GBNH,2.65
GBNY,11.04
GBR,1.26
GBRG,10.4
GBRGR,0.185
GBRGU,10.4
GBRGW,0.1
GBTG,4.62
GBX,38.73
GCBC,71.0
GCI,2.25
GCMG,8.81
GCMGW,0.808
GCO,50.47
GCT,6.61
GCTK,1.7
GD,246.14
GDDY,74.95
GDEN,43.58
GDNR,10.08
GDNRU,10.1
GDNRW,0.084
GDOT,19.78
GDRX,5.37
GDS,16.62
GDST,10.01
GDYN,13.41
GE,87.14
GECC,10.05
GECCO,24.55
GEEX,10.17
GEF,72.32
GEF.B,77.28
GEG,2.07
GEHI,17.48
GEL,10.7
GEN,22.24
HCA,229.05
GENC,9.88
GENE,1.155
GENI,4.89
GENI.WS,0.86
GENQ,10.05
GENQU,10.05
GEO,9.22
GEOS,4.82
GERN,2.27
GES,19.41
GET,1.74
GETY,5.86
GEVO,2.47
GFAI,0.19
GFF,34.31
GFGD,9.96
GFGDU,10.11
GFGDW,0.062
GFI,10.89
GFL,27.02
GFOR,9.91
GFOR.U,9.95
GFOR.WS,0.05
GFS,66.58
GFX,10.02
GFX.WS,0.05
GGAAU,10.35
GGAAW,0.29
GGAL,7.54
GGB,5.93
GGE,2.53
GGG,70.65
GGMC,10.01
GGMCW,0.002
GGN-PB,22.23
GGR,3.6
GGROW,0.48
GGT-PE,23.88
GH,51.25
GHAC,10.02
GHACU,10.01
GHACW,0.01
GHC,652.34
GHG,2.83
GHIX,9.73
GHIXU,9.76
GHL,9.93
GHLD,10.57
GHM,9.78
GHRS,11.74
GHSI,0.154
GIA.WS,0.018
GIAC,10.09
GIACW,0.355
GIB,84.58
GIC,24.98
GIFI,5.42
GIGM,1.23
GIII,21.19
GIIX,9.9
GIIXU,9.97
GIIXW,0.77
GIL,28.75
GILD,83.0
GILT,5.95
GIPR,5.071
GIS,77.44
GIW,10.26
GKOS,50.7
GL,112.64
GL-PD,18.35
GLAD,10.52
GLBE,25.98
GLBL,10.17
GLBLU,9.89
GLBLW,0.5
GLBS,1.32
GLBZ,9.11
GLDD,7.23
GLDG,0.91
GLG,1.23
GLHA,10.0
GLHAW,0.001
GLLIU,10.13
GLLIW,0.02
GLMD,0.333
GLNG,25.87
GLOB,193.13
GLOG-PA,24.22
GLOP,8.25
GLOP-PA,23.4
GLOP-PB,24.52
GLOP-PC,23.52
GLP,31.25
GLP-PA,25.969
GLP-PB,25.5
GLPG,41.7
GLPI,49.32
GLRE,7.73
GLS,0.509
GLS.WS,0.013
GLSI,11.08
GLST,10.02
GLSTU,10.15
GLT,3.48
GLTA,10.11
GLTO,1.8
GLUE,9.42
GLW,34.36
GLYC,1.7
GM,40.24
GMAB,43.1
GMBL,0.125
GMBLP,3.49
GMBLW,0.03
GMDA,1.9
GME,27.59
GMED,71.78
GMFI,10.05
GMFIW,0.051
GMGI,2.31
GMRE,9.35
GMRE-PA,25.037
GMS,50.61
GMTX,1.61
GMVD,0.165
GMVDW,0.105
GNAC,10.0
GNACU,10.0
GNACW,0.001
GNE,8.96
GNE-PA,9.22
GNFT,3.995
GNK,16.21
GNL,12.87
GNL-PA,22.23
GNL-PB,21.1
GNLN,0.509
GNPX,1.35
GNRC,107.7
GNS,0.515
GNSS,3.13
GNTA,4.16
GNTX,29.01
GNTY,35.71
GNUS,0.692
GNW,4.77
GO,31.7
GOCO,0.435
GOEV,1.47
GOEVW,0.324
GOGL,9.67
GOGN,10.25
GOGO,15.56
GOL,3.39
GOLD,16.0
GOLF,48.21
GOOD,18.96
GOODN,20.8
GOODO,19.5
GOOG,98.72
GOOGL,98.44
GOOS,18.89
GORO,1.64
GOSS,10.01
GOTU,1.12
GOVX,0.795
GOVXW,0.229
GP,2.64
GPAC,10.04
GPACW,0.004
GPC,181.43
GPI,190.46
GPK,22.26
GPMT,6.24
GPMT-PA,18.7
GPN,102.28
GPOR,85.83
GPP,13.43
GPRE,36.51
GPRK,14.77
GPRO,5.66
GPS,12.84
GRAB,3.13
GRABW,0.55
GRAY,0.953
GRBK,24.14
GRBK-PA,20.5
GRC,28.33
GRCL,3.71
GRCY,10.74
GREE,0.76
GRFS,7.99
GRFX,1.38
GRIL,0.32
GRIN,25.89
GRMN,92.53
GRNA,1.85
GRNQ,1.175
GRNT,9.8
GROM,0.178
GROMW,0.03
GROV,1.24
GROW,2.96
GROY,2.66
GROY.WS,0.32
GRP.U,59.07
GRPH,3.53
GRPN,9.06
GRRR,10.83
GRRRW,0.33
GRTS,3.17
GRTX,1.73
GRVY,46.6
GRWG,6.33
GS,382.88
GS-PA,19.1
GS-PC,19.25
GS-PD,19.02
GS-PJ,24.62
GS-PK,25.32
GSAT,1.9
