ticker,price
GSBC,61.66
GSBD,15.9
GSD,10.19
GSDWW,0.06
GSEV,9.95
GSEVU,9.95
GSEVW,0.001
GSHD,40.53
GSIT,2.0
GSK,32.29
GSL,18.44
GSL-PB,25.155
GSM,5.99
GSMG,1.5
GSMGW,0.003
GSQD,10.02
GSQD.U,10.02
GSRM,9.94
GSRMR,1.1
GSRMW,0.069
GSUN,5.69
GT,11.04
GTAC,10.16
GTBP,2.16
GTE,1.29
GTEC,2.3
GTES,11.93
GTH,0.958
GTHX,8.93
GTIM,2.52
GTLB,47.64
GTLS,126.49
GTN,11.42
GTN.A,11.39
GTPA,9.96
GTPAU,9.94
GTPAW,0.001
GTPB,9.95
GTPBU,9.95
GTPBW,0.002
GTX,7.5
GTXAP,8.45
GTY,31.74
GURE,3.97
GVA,35.15
GVCI,10.23
GVCIW,0.04
GVP,0.71
GWH,4.06
GWH.WS,0.61
GWII,10.06
GWIIW,0.166
GWRE,62.3
GWRS,12.72
GWW,581.81
GXII,9.88
GXIIU,10.1
GXIIW,0.7
GXO,45.02
H,92.44
HA,15.05
HAE,78.04
HAFC,26.23
HAIA,10.17
HAIN,20.77
HAL,38.91
HALL,0.753
HALO,54.02
HAPP,2.48
HARP,0.814
HAS,58.71
HASI,31.48
HAYN,51.48
HAYW,10.6
HBAN,15.1
HBANM,23.05
HBANP,18.7
HBB,14.1
HBCP,41.81
HBI,7.58
HBIO,2.4
HBM,5.52
HBNC,15.86
HBT,21.52
HCAR,10.0
HCARU,10.006
HCARW,0.01
HCAT,10.92
HCC,34.84
HCCI,29.56
HCDI,0.671
HCDIP,6.95
HCDIW,0.057
HCDIZ,0.095
HCI,42.12
HCIC,9.97
HCICU,9.96
HCICW,0.035
HCII,9.96
HCIIU,9.96
HCIIW,0.012
HCKT,22.75
HCM,11.54
HCMA,10.25
HCNE,9.85
HCNEU,10.14
HCNEW,0.129
HCP,29.98
HCSG,14.38
HCTI,0.165
HCVI,9.79
HCVIU,9.8
HCWB,2.2
HD,311.93
HDB,69.43
HDSN,10.69
HE,39.19
HEAR,9.39
HEES,42.86
HEI,159.39
HEI.A,124.65
HELE,103.1
HEP,18.68
HEPA,0.44
HEPS,0.72
HERA,10.01
HERAW,0.058
HES,149.44
HESM,28.6
HEXO,0.188
HFBL,19.02
HFFG,4.79
HFWA,32.92
HGBL,2.28
HGEN,0.169
HGTY,8.39
HGTY.WS,2.24
HGV,42.47
HHC,69.25
HHGC,10.081
HHGCU,10.18
HHGCW,0.055
HHLA,10.01
HHLA.U,10.02
HHS,11.21
HI,45.35
HIBB,64.91
HIFS,258.0
HIG,72.88
HIG-PG,25.17
HIHO,2.3
HII,223.21
HIII,9.95
HIIIU,9.96
HIIIW,0.01
HIL,3.38
HILS,0.46
HIMS,6.19
HIMX,7.36
HIPO,14.41
HIPO.WS,0.043
HITI,1.65
HIVE,2.55
HIW,29.47
HKD,18.01
HL,5.09
HL-PB,55.3
HLAH,9.96
HLBZ,0.191
HLBZW,0.048
HLF,16.99
HLGN,1.06
HLGN.WS,0.125
HLI,101.58
HLIO,54.74
HLIT,13.66
HLLY,3.06
HLLY.WS,0.33
HLMN,7.7
HLN,6.69
HLNE,73.9
HLT,138.54
HLTH,3.14
HLVX,21.04
HLX,6.81
HMA,10.07
HMA.U,10.25
HMA.WS,0.073
HMAC,10.07
HMC,23.79
HMCO,10.04
HMCOU,10.02
HMLP-PA,21.25
HMN,37.21
HMNF,22.71
HMPT,1.8
HMST,27.12
HMY,3.46
HNI,29.82
HNNA,8.74
HNRA,10.15
HNRG,7.91
HNST,3.45
HNVR,20.05
HOFT,17.96
HOFV,0.715
HOFVW,0.08
HOG,47.4
HOLI,17.81
HOLO,2.48
HOLX,74.61
HOMB,25.72
HON,215.43
HONE,14.63
HOOD,10.15
HOOK,1.17
HOPE,13.57
HORI,10.14
HORIW,0.05
HOTH,3.99
HOUR,2.89
HOUS,7.08
HOV,45.72
HOVNP,18.85
HOWL,2.11
HP,52.93
HPCO,1.57
HPE,15.51
HPK,24.53
HPKEW,15.45
HPLT,9.93
HPP,11.34
HPQ,30.56
HPX,9.98
HQI,14.93
HQY,61.12
HR,19.85
HRB,40.84
HRI,133.55
HRL,47.14
HRMY,56.1
HROW,11.07
HRT,9.52
HRTG,1.39
HRTX,3.2
HRZN,13.19
HSAQ,9.95
HSBC,28.25
HSC,6.89
HSCS,1.65
HSCSW,0.37
HSDT,0.265
HSIC,79.35
HSII,28.57
HSKA,72.66
HSON,23.705
HST,18.56
HSTM,25.34
HSTO,1.125
HSY,217.31
HT,9.8
HT-PC,19.55
HT-PD,18.715
HT-PE,18.94
HTBI,24.54
HTBK,14.69
HTCR,1.09
HTGC,14.2
HTGM,0.57
HTH,31.5
HTHT,37.72
HTIA,22.67
HTIBP,20.15
HTLD,16.06
HTLF,50.6
HTLFP,25.51
HTOO,3.58
HTOOW,0.93
HTPA,10.05
HTPA.U,10.06
HTZ,18.16
HTZWW,9.76
HUBB,249.64
HUBG,86.2
HUBS,308.02
HUDAU,10.15
HUDI,8.75
HUGE,0.99
HUGS,9.94
HUGS.U,9.94
HUGS.WS,0.08
HUIZ,0.831
HUM,512.9
HUMA,2.97
HUMAW,0.85
HUN,28.22
HURC,25.61
HURN,72.19
HUSA,4.6
HUT,1.43
HUYA,3.18
HVBC,25.86
HVT,32.96
HVT.A,30.77
HWBK,22.97
HWC,53.99
HWEL,9.805
HWELW,0.041
HWKN,42.65
HWKZ,9.89
HWM,36.55
HWM-P,60.51
HXL,59.43
HY,30.76
HYFM,3.07
HYLN,3.1
HYMC,0.812
HYMCL,0.145
HYMCW,0.12
HYPR,0.94
HYRE,0.65
HYW,6.05
HYZN,1.9
HYZNW,0.2
HZN,0.524
HZNP,76.05
HZO,33.79
HZON,9.98
HZON.WS,0.552
IAA,41.4
IAC,50.97
IACC,10.02
IAG,1.83
IART,53.89
IAS,9.34
IAUX,2.34
IBA,53.44
IBCP,24.64
IBER,9.95
IBER.U,9.92
IBER.WS,0.02
IBEX,22.52
IBIO,1.75
IBKR,76.25
IBM,144.34
IBN,23.05
IBOC,51.5
IBP,82.23
IBRX,5.715
IBTX,66.08
ICAD,2.13
ICCC,7.3
ICCH,15.75
ICCM,1.12
ICD,4.05
ICE,105.05
ICFI,104.81
ICHR,30.38
ICL,8.34
ICLK,2.47
ICLR,224.8
ICMB,3.735
ICNC,10.22
ICNC.U,10.22
ICPT,15.81
ICU,4.84
ICUCW,0.11
ICUI,160.56
ICVX,2.47
ID,1.43
IDA,102.71
IDAI,0.783
IDBA,7.18
IDCC,50.49
IDEX,0.282
IDN,2.11
IDR,5.7
IDRA,0.392
IDT,25.0
IDW,1.29
IDXX,434.38
IDYA,17.77
IE,12.47
IEP,54.1
IESC,32.22
IEX,231.62
IFBD,0.91
IFF,97.91
IFIN,10.2
IFRX,2.57
IFS,24.32
IGAC,10.03
IGACU,10.08
IGACW,0.107
IGC,0.43
IGIC,7.61
IGICW,0.7
IGMS,14.49
IGT,24.92
IH,1.89
IHG,56.74
IHRT,8.71
IHS,6.99
IHT,1.93
III,5.75
IIII,10.02
IIIN,27.65
IIIV,22.72
IINN,1.32
IIPR,114.06
IIPR-PA,25.75
IIVIP,185.72
IKNA,2.2
IKT,0.62
ILAG,2.01
ILMN,238.49
ILPT,3.71
IMAB,4.86
IMACW,0.1
IMAQ,10.15
IMAQR,0.045
IMAQU,10.21
IMAQW,0.034
IMAX,15.38
IMBI,0.519
IMCC,0.373
IMCR,65.08
IMGN,5.01
IMGO,18.0
IMH,0.331
IMKTA,96.64
IMMP,2.18
IMMR,6.82
IMMX,1.06
IMNM,4.155
IMNN,1.48
IMO,57.2
IMOS,21.49
IMPL,3.04
IMPP,0.42
IMPPP,19.66
IMRA,4.73
IMRN,2.01
IMRX,7.24
IMTE,0.672
IMTX,10.61
IMTXW,3.26
IMUX,1.48
IMV,0.307
IMVT,13.29
IMXI,20.63
INAB,1.58
INBK,25.07
INBKZ,23.5
INBS,0.422
INBX,32.7
INCR,5.26
INCY,76.62
INDB,86.0
INDI,8.67
INDIW,2.3
INDO,7.03
INDP,1.73
INDT,55.22
INFA,18.99
INFI,0.788
INFN,6.81
INFU,8.5
INFY,19.76
ING,11.54
INGN,22.54
INGR,94.42
INKA,10.13
INKAW,0.12
INKT,3.068
INM,2.78
INMB,7.8
INMD,38.71
INN,8.18
INN-PE,18.3
INN-PF,17.66
INNV,7.21
INO,2.5
INOD,3.3
INPX,3.25
INSE,12.19
INSG,1.54
INSM,18.89
INSP,213.5
INST,23.39
INSW,44.0
INT,27.98
INTA,21.89
INTC,30.71
INTE,10.0
INTG,49.9
INTR,2.58
INTT,10.25
INTU,407.02
INTZ,3.53
INUV,0.354
INVA,13.39
INVE,9.31
INVH,31.67
INVO,1.24
INVZ,5.55
INVZW,1.96
INZY,1.675
IOACW,0.056
IOBT,2.89
IONM,0.57
IONQ,5.65
IONQ.WS,1.2
IONR,16.4
IONS,43.52
IOR,11.62
IOSP,110.54
IOT,10.72
IOVA,7.55
IP,36.51
IPA,5.09
IPAR,88.89
IPAX,9.89
IPAXU,9.99
IPAXW,0.245
IPDN,0.83
IPG,32.92
IPGP,95.79
IPHA,2.34
IPI,38.41
IPSC,10.1
IPVA,9.945
IPVA.WS,0.13
IPVF,9.9
IPVIU,9.882
IPW,0.45
IPWR,13.75
IPX,5.0
IQ,3.1
IQMD,10.14
IQMDU,10.16
IQMDW,0.045
IQV,224.31
IR,55.51
IRAA,10.025
IRAAU,10.0
IRAAW,0.031
IRBT,52.67
IRDM,51.57
IREN,2.41
IRIX,2.02
IRM,52.58
IRMD,28.87
IRNT,0.608
IRNT.WS,0.07
IROQ,18.75
IRRX,10.155
IRS,4.08
IRT,17.97
IRTC,108.3
IRWD,11.41
ISAA,9.98
ISDR,25.05
ISEE,18.42
ISIG,6.89
ISO,1.48
ISPC,1.61
ISPO,1.95
ISPOW,0.14
ISR,0.33
ISRG,264.18
ISSC,8.85
ISTR,22.1
ISUN,2.0
IT,338.44
ITAQ,10.06
ITAQU,10.05
ITAQW,0.03
ITCB,3.35
ITCI,50.66
ITGR,72.25
ITI,3.18
ITIC,157.31
ITOS,20.68
ITP,0.724
ITQRU,10.0
ITRG,0.685
ITRI,54.4
ITRM,1.45
ITRN,23.0
ITT,84.14
ITUB,5.0
ITW,227.86
IVA,4.365
IVAC,5.36
IVC,0.5
IVCA,10.19
IVCAU,10.21
IVCAW,0.051
IVCB,10.2
IVCBU,10.25
IVCBW,0.051
IVCP,10.04
IVDA,0.67
IVDAW,0.1
IVR,13.45
IVR-PB,20.055
IVR-PC,20.1
IVT,25.35
IVVD,3.52
IVZ,19.33
IX,75.49
IXHL,4.06
IZEA,0.665
J,124.8
JACK,87.45
JAGX,0.14
JAKK,18.81
JAMF,23.23
JAN,2.01
JANX,16.48
JAQC,9.775
JATT,10.13
JAZZ,148.44
JBGS,19.4
JBHT,189.17
JBI,10.67
JBL,67.31
JBLU,8.25
JBSS,82.48
JBT,92.15
JCI,66.4
JCIC,10.025
JCICW,0.16
JCSE,0.727
JCTCF,5.2
JD,54.48
JEF,37.67
JELD,10.33
JFBR,1.89
JFBRW,0.136
JFIN,2.36
JFU,0.21
JG,0.92
JGGC,10.12
JGGCU,10.21
JHG,25.79
JHX,20.01
JILL,24.74
JJSF,151.55
JKHY,181.2
JKS,50.43
JLL,160.69
JMAC,10.2
JMACW,0.085
JMIA,5.25
JMSB,28.15
JNCE,1.01
JNJ,172.39
JNPR,30.46
JOAN,5.9
JOB,0.714
JOBY,4.5
JOBY.WS,0.76
JOE,37.61
JOFF,10.03
JOFFU,10.02
JOFFW,0.002
JOUT,57.43
JPM,132.94
JPM-PC,25.45
JPM-PD,24.45
JPM-PJ,20.4
JPM-PK,19.49
JPM-PL,19.84
JPM-PM,18.5
JRSH,4.26
JRVR,23.94
JSPR,0.65
JT,1.8
JUGG,9.95
JUGGU,10.1
JUN,10.08
JUPW,1.29
JUPWW,0.86
JVA,2.12
JWACR,0.09
JWEL,0.694
JWN,21.67
JWSM,10.03
JWSM.U,10.06
JWSM.WS,0.11
JXJT,0.79
JXN,37.92
JYAC,10.06
JYNT,15.83
JZ,1.62
JZXN,0.189
K,69.35
KACL,10.2
KACLR,0.07
KACLU,10.25
KAHC,10.02
KAHC.U,10.02
KAHC.WS,0.08
KAI,188.03
KAII,10.0
KAIR,10.02
KAIRU,10.01
KAL,0.092
KALA,6.42
KALU,94.98
KALV,5.22
KALWW,0.026
KAMN,19.86
KAR,14.65
KARO,23.86
KAVL,1.06
KB,37.63
KBAL,7.51
KBH,30.74
KBNT,1.079
KBR,49.17
KC,3.42
KCGI.U,10.18
KCGI.WS,0.15
KD,10.65
KDNY,21.45
KDP,36.59
KE,22.73
KELYA,16.89
KELYB,17.095
KEN,39.0
KEP,7.4
KEQU,16.62
KERN,1.28
KERNW,0.018
KEX,68.52
KEY,19.17
KEY-PI,24.1
KEY-PJ,22.436
KEY-PK,21.8
KEY-PL,24.62
KEYS,172.48
KFFB,7.55
KFRC,58.03
KFS,7.11
KFY,56.89
KGC,4.17
KHC,37.04
KIDS,44.94
KIII,9.985
KIM,22.09
KIM-PL,20.47
KIM-PM,20.86
KIND,2.64
KINS,0.91
KINZ,10.1
KINZU,10.08
KINZW,0.048
KIQ,0.26
KIRK,4.39
KITT,3.66
KITTW,0.25
KKR,54.17
KLAC,385.55
KLAQ,9.99
KLIC,47.82
KLR,1.07
KLR.WS,0.124
KLTR,1.94
KLXE,17.02
KMB,128.14
KMDA,4.5
KMI,18.66
KMPH,4.45
KMPR,53.77
KMT,27.06
KMX,72.66
KN,15.29
KNBE,24.6
KNDI,2.94
KNOP,14.31
KNSA,15.76
KNSL,286.1
KNSW,10.05
KNSW.U,10.05
KNSW.WS,0.05
KNTE,10.11
KNTK,35.39
KNW,1.7
KNX,56.62
KO,60.63
KOD,8.01
KODK,4.78
KOF,67.92
KOP,28.25
KOPN,1.28
KORE,2.7
KORE.WS,0.21
KOS,6.95
KOSS,6.29
KPLT,0.978
KPLTW,0.11
KPRX,6.18
KPTI,5.63
KR,46.87
KRBP,0.285
KRC,42.54
KREF,16.94
KREF-PA,18.547
KRG,21.98
KRKR,1.09
KRMD,2.92
KRNL,10.0
KRNLU,10.0
KRNLW,0.01
KRNT,29.41
KRNY,9.51
KRO,10.14
KRON,7.775
KROS,44.76
KRP,17.41
KRT,13.73
KRTX,230.77
KRUS,64.59
KRYS,77.21
KSCP,2.63
KSI,9.92
KSICW,0.03
KSPN,0.911
KSS,32.07
KT,13.77
KTB,43.19
KTCC,5.04
KTOS,10.75
KTRA,3.98
KTTA,1.03
KUKE,0.67
KULR,1.97
KURA,15.3
KVHI,11.15
KVSA,9.9
KVSC,9.87
KW,16.88
KWR,189.32
KXIN,0.495
KYCHR,0.088
KYMR,30.03
KZIA,0.66
KZR,8.02
L,55.58
LAAA,10.16
LAB,1.52
LABP,0.28
LAC,26.39
LAD,240.43
LADR,11.01
LAKE,13.25
LAMR,95.72
LANC,201.67
LAND,20.91
LANDM,23.59
LANDO,24.969
LARK,25.73
LASE,2.46
LASR,11.15
LATG,10.17
LATGW,0.1
LAUR,12.15
LAW,10.1
LAX,4.82
LAXXR,0.48
LAXXU,5.86
LAXXW,0.33
LAZ,38.72
LAZR,8.89
LAZY,14.81
LBAI,18.78
LBBB,10.11
LBBBU,10.25
LBC,11.93
LBPH,4.74
LBRDA,90.69
LBRDK,90.56
LBRDP,23.725
LBRT,17.35
LBTYA,20.22
LBTYB,18.4
LBTYK,20.84
LC,11.08
LCA,9.93
LCAA,10.0
LCFY,0.309
LCI,0.52
LCID,12.36
LCII,102.71
LCNB,17.24
LCTX,1.31
LCUT,7.0
LDHA,10.0
LDHAU,10.0
LDHAW,0.03
LDI,1.53
LDOS,104.69
LE,11.2
LEA,148.26
LECO,148.42
LEDS,2.5
LEE,28.915
LEG,36.0
LEGA,10.0
LEGAU,10.0
LEGAW,0.04
LEGH,17.07
LEGN,52.5
LEJU,1.714
LEN,87.75
LEN.B,71.77
LESL,16.3
LEU,40.0
LEV,3.39
LEV.WS,0.8
LEVI,16.38
LEXX,2.405
LEXXW,0.58
LFAC,10.13
LFG,25.83
LFLY,0.883
LFLYW,0.08
LFMD,2.47
LFMDP,14.0
LFST,5.88
LFT,1.991
LFT-PA,20.01
LFUS,249.6
LFVN,3.9
LGAC,10.0
LGACU,10.0
LGACW,0.038
LGF.A,7.79
LGF.B,7.25
LGHL,1.58
LGHLW,0.059
LGIH,96.64
LGL,4.99
LGL.WS,0.31
LGMK,0.73
LGND,79.06
LGO,5.35
LGST,10.23
LGSTW,0.017
LGTO,10.03
LGV,10.0
LGV.WS,0.079
LGVCW,0.07
LGVN,4.11
LH,245.78
LHAA,10.03
LHC,10.0
LHC.U,9.99
LHC.WS,0.006
LHCG,167.51
LHDX,0.435
LHX,221.24
LI,18.94
LIAN,1.75
LIBY,10.09
LIBYU,10.16
LICY,6.19
LIDR,0.96
LIDRW,0.1
LIFE,2.47
LII,271.34
LILA,8.27
LILAK,8.25
LILM,1.78
LILMW,0.19
LIN,332.56
LINC,6.85
LIND,10.35
LINK,9.533
LION,10.15
LIQT,0.45
LITB,1.15
LITE,57.71
LITM,3.45
LITT,9.85
LITTU,9.83
LITTW,0.06
LIVB,10.16
LIVE,25.378
LIVN,53.56
LIXT,0.551
LIXTW,0.085
LIZI,0.72
LJAQW,0.038
LKCO,0.2
LKFN,77.49
LKQ,54.65
LL,7.75
LLAP,2.67
LLY,349.95
LMACA,10.04
LMACU,10.01
LMACW,0.01
LMAT,46.57
LMB,8.97
LMDX,1.08
LMDXW,0.28
LMFA,0.784
LMND,24.55
LMNL,0.468
LMNR,13.75
LMST,25.05
LMT,467.25
LNC,34.16
LND,5.56
LNG,165.37
LNKB,7.975
LNN,168.31
LNSR,4.36
LNT,53.63
LNTH,59.05
LNW,64.05
LOAN,5.48
LOB,34.43
LOCC,9.83
LOCC.WS,0.245
LOCL,2.68
LOCL.WS,0.19
LOCO,11.02
LODE,0.398
LOGC,2.07
LOGI,62.02
LOKM,9.94
LOKM.U,9.95
LOKM.WS,0.15
LOMA,6.08
LOOP,3.03
LOPE,110.83
LOTZ,0.215
LOV,1.29
LOVE,27.17
LOW,208.84
LPCN,0.414
LPG,19.26
LPI,71.8
LPL,5.67
LPLA,234.92
LPRO,7.29
LPSN,24.36
LPTH,1.323
LPTV,3.97
LPTX,0.701
LPX,63.52
LQDA,4.87
LQDT,17.73
LRCX,490.74
LRFC,20.44
LRMR,3.03
LRN,35.79
LSAK,4.025
LSBK,13.0
LSCC,69.86
LSEA,5.48
LSEAW,0.105
LSF,1.74
LSI,106.25
LSPD,17.33
LSPR,10.13
LSPRW,0.095
LSTA,4.21
LSTR,173.49
LSXMA,44.5
LSXMB,47.3
LSXMK,44.42
LTBR,5.24
LTC,39.56
LTCH,1.22
LTCHW,0.1
LTH,12.67
LTHM,30.02
LTRN,5.59
LTRPA,0.972
LTRPB,28.0
LTRX,5.34
LTRY,0.298
LTRYW,0.033
LU,2.34
LUCD,2.0
LUCY,1.37
LUCYW,0.262
LULU,359.56
LUMN,6.08
LUMO,4.95
LUNA,6.33
LUNG,6.04
LUV,38.64
LUXH,1.75
LVAC,10.11
LVACU,10.1
LVLU,6.29
LVO,0.775
LVOX,2.06
LVOXW,0.287
LVRA,9.98
LVRAW,0.067
LVS,43.93
LVTX,5.34
LVWR,6.2
LVWR.WS,0.33
LW,81.29
LWAY,7.355
LWLG,9.19
LX,1.73
LXEH,2.9
LXFR,15.27
LXP,10.31
LXP-PC,48.378
LXRX,2.32
LXU,13.47
LYB,85.28
LYEL,4.6
LYFT,13.07
LYG,2.05
LYL,0.551
LYLT,2.12
LYRA,3.9
LYT,0.84
LYTS,10.67
LYV,74.28
LZ,9.91
LZB,27.46
M,21.44
MA,343.51
MAA,156.65
MAA-PI,55.47
MAC,13.16
MACA,10.02
MACAU,10.03
MACC,10.03
MACC.U,10.023
MACK,12.3
MAG,15.43
MAIA,3.76
MAIN,38.15
MAN,84.34
MANH,128.27
MANU,12.97
MAPS,1.36
MAPSW,0.162
MAQC,10.4
MAQCW,0.071
MAR,161.77
MARA,9.5
MARK,0.305
MARPS,9.9
MAS,50.94
MASI,126.58
MASS,10.5
MAT,17.46
MATV,18.97
MATW,27.85
MATX,66.23
MAX,14.31
MAXN,21.89
MAXR,25.93
MAYS,46.0
MBAC,9.925
MBCN,29.37
MBI,11.9
MBIN,24.7
MBINM,26.46
MBINN,22.25
MBINO,21.18
MBINP,24.6
MBIO,0.479
MBLY,29.91
MBNKP,24.5
MBOT,4.06
MBRX,0.95
MBSC,10.05
MBSC.U,10.04
MBSC.WS,0.07
MBTC,10.61
MBTCR,0.08
MBTCU,11.35
MBUU,59.73
MBWM,35.04
MC,46.39
MCAC,9.94
MCAE,10.08
MCAEU,9.67
MCAF,9.97
MCAGR,0.141
MCAGU,10.005
MCB,71.55
MCBC,11.22
MCBS,23.07
MCD,267.84
MCFT,25.25
MCG,4.75
MCHP,76.94
MCHX,1.79
MCK,353.68
MCLD,0.919
MCO,298.74
MCRB,7.14
MCRI,81.15
MCS,15.88
MCW,10.02
MCY,36.83
MD,16.12
MDB,182.1
MDC,32.04
MDGL,70.52
MDGS,7.08
MDGSW,0.175
MDH,9.979
MDIA,1.26
MDJH,1.675
MDLZ,64.65
MDNA,0.5
MDRR,0.774
MDRRP,23.09
MDRX,18.14
MDT,83.4
MDU,30.05
MDV,10.43
MDV-PA,20.9
MDVL,0.647
MDWD,1.67
MDWT,15.32
MDXG,3.45
MDXH,8.35
ME,3.875
MEAC,10.07
MEACW,0.028
MEC,10.9
MED,116.38
MEDP,226.57
MEDS,0.718
MEG,49.68
MEGL,2.76
MEI,45.87
MEIP,0.344
MEKA,9.89
MELI,1020.68
MEOA,10.29
MEOAU,10.28
MEOH,40.11
MER-PK,25.24
MERC,13.85
MESA,1.49
MESO,3.27
MET,74.28
MET-PA,21.42
MET-PE,24.5
MET-PF,21.28
META,117.08
METC,10.73
METX,0.267
METXW,0.05
MF,1.78
MFA,11.23
MFA-PB,21.0
MFA-PC,18.99
MFC,17.66
MFG,2.26
MFGP,6.13
MFH,0.66
MFIC,12.27
MFIN,6.7
MG,4.28
MGA,63.42
MGAM,0.905
MGEE,69.43
MGI,10.6
MGIC,17.03
MGLD,1.26
MGM,37.49
MGNI,11.47
MGNX,6.63
MGPI,115.24
MGRC,98.34
MGTA,1.5
MGTX,6.26
MGY,27.44
MGYR,12.84
MH-PA,6.17
MH-PC,6.22
MH-PD,6.24
MHH,14.01
MHK,106.27
MHLD,2.19
MHO,44.44
MHUA,9.14
MICS,4.655
MICT,0.877
MIDD,140.04
MIGI,0.39
MIMO,2.21
MIMO.WS,0.12
MIND,0.548
MINDP,6.6
MINM,0.197
MIR,6.39
MIR.WS,0.97
MIRM,20.03
MIRO,4.25
MIST,4.38
MIT,9.94
MITA,9.94
MITAW,0.07
MITK,11.43
MITO,0.32
MITQ,1.12
MITT,5.52
MITT-PA,17.55
MITT-PB,16.54
MITT-PC,17.38
MIXT,8.12
MKC,83.65
MKC.V,84.05
MKFG,1.71
MKFG.WS,0.235
MKL,1258.03
MKSI,81.0
MKTW,2.47
MKTX,264.7
ML,0.801
ML.WS,0.112
MLAB,188.84
MLAC,10.16
MLACW,0.04
MLAI,10.14
MLCO,7.56
MLI,67.89
MLKN,23.62
MLM,354.15
MLNK,15.18
MLP,9.28
MLR,27.05
MLSS,0.66
MLTX,8.95
MLVF,14.25
MMAT,1.88
MMC,163.62
MMI,37.65
MMLP,3.26
MMM,131.22
MMMB,1.08
MMP,52.06
MMS,62.45
MMSI,69.88
MMX,3.97
MMYT,29.89
MNDO,2.12
MNDY,107.81
MNK,11.85
MNKD,4.39
MNMD,2.86
MNOV,2.15
MNPR,2.81
MNRL,36.2
MNRO,45.87
MNSB,28.49
MNSBP,25.5
MNSO,10.94
MNST,98.14
MNTK,12.21
MNTN,10.12
MNTN.WS,0.025
MNTS,1.47
MNTSW,0.114
MNTV,8.63
MNTX,4.66
MO,43.66
MOB,1.38
MOBBW,0.17
MOBQ,1.11
MOBV,10.1
MOBVW,0.09
MOD,21.34
MODD,3.34
MODG,21.86
NTR,79.52
MODN,38.79
MODV,84.52
MOFG,35.14
MOG.A,87.45
MOG.B,85.17
MOGO,0.65
MOGU,2.47
MOH,312.03
MOLN,6.94
MOMO,6.15
MON,9.995
MONCU,10.0
MOND,9.405
MOR,3.93
MORF,29.98
MORN,245.05
MOS,52.59
MOTS,1.7
MOV,35.6
MOVE,1.92
MOXC,0.91
MP,35.36
MPAA,14.62
MPAC,10.43
MPB,33.5
MPC,120.0
MPLN,1.71
MPLN.WS,0.052
MPLX,32.86
MPRA,10.07
MPRAU,10.04
MPRAW,0.009
MPTI,10.32
MPW,12.61
MPWR,405.03
MPX,11.55
MQ,7.43
MRAI,0.924
MRAM,6.47
MRBK,32.38
MRC,11.57
MRCC,8.76
MRCY,50.11
MREO,0.792
MRIN,1.21
MRK,99.6
MRKR,0.347
MRM,5.62
MRNA,185.47
MRNS,4.79
MRO,32.94
MRSN,6.92
MRTN,21.29
MRTX,72.5
MRUS,18.33
MRVI,14.99
MRVL,44.7
MS,90.5
MS-PA,19.72
MS-PE,25.39
MS-PF,25.41
MS-PI,25.06
MS-PK,23.58
MS-PL,20.84
MS-PO,18.055
MS-PP,25.35
MSA,135.97
MSAC,9.982
MSACW,0.088
MSB,20.0
MSBI,26.91
MSBIP,25.69
MSC,2.29
MSCI,503.02
MSDA,9.99
MSDAU,10.0
MSDAW,0.05
MSEX,91.58
MSFT,241.97
MSGE,42.68
MSGM,6.97
MSGS,147.92
MSI,250.41
MSM,84.21
MSN,0.557
MSPR,1.08
MSPRW,0.021
MSPRZ,1.18
MSSAU,10.12
MSTR,436.06
MSVB,13.0
MT,26.85
MTA,4.98
MTAC,10.03
MTACW,0.09
MTAL,9.92
MTAL.WS,0.295
MTB,169.92
MTB-PH,23.4
MTBC,3.18
MTBCO,25.03
MTBCP,26.733
MTC,1.19
MTCH,51.92
MTCR,0.456
MTD,1408.03
MTDR,71.3
MTEK,1.196
MTEM,0.636
MTEX,22.81
MTG,13.29
MTH,83.35
MTLS,10.88
MTMT,1.97
MTN,241.98
MTNB,0.71
MTP,1.597
MTRN,82.53
MTRX,5.25
MTRYW,0.035
MTSI,71.82
MTTR,3.61
MTVC.U,10.1
MTVC.WS,0.07
MTW,9.84
MTX,56.7
MTZ,92.09
MU,63.1
MUFG,5.13
MULN,0.289
MUR,49.47
MURF,10.145
MURFU,10.14
MURFW,0.052
MUSA,284.48
MUX,5.14
MVBF,24.24
MVIS,3.31
MVST,2.48
MVSTW,0.35
MWA,11.41
MX,9.94
MXC,15.03
MXCT,6.84
MXL,36.99
MYE,21.92
MYFW,28.74
MYGN,20.88
MYMD,1.99
MYNA,4.6
MYNZ,7.81
MYO,0.95
MYOV,26.73
MYPS,4.25
MYRG,93.43
MYSZ,0.188
MYTE,11.03
,1.4
NAAC,10.02
NAACW,0.005
NAAS,5.76
NABL,11.58
NAII,8.17
NAK,0.264
NAOV,0.335
NAPA,14.57
NARI,83.62
NAT,3.5
NATH,63.14
NATI,41.02
NATR,8.42
NAUT,2.01
NAVB,0.276
NAVI,16.18
NBHC,48.67
NBIX,114.77
NBN,43.03
NBR,178.47
NBRV,2.26
NBSE,0.29
NBST,9.91
NBSTU,9.885
NBSTW,0.025
NBTB,47.67
NBTX,4.155
NBY,0.086
NC,46.89
NCAC,10.23
NCLH,18.3
NCMI,0.594
NCNA,1.02
NCNO,29.5
NCPLW,0.466
NCR,23.18
NCRA,1.43
NCSM,27.9
NCTY,0.892
NCV-PA,21.665
