ticker
LXU
SVT
LEE
TPC
WGO
MTW
MCS
MLP
GENC
SUP
MLAB
MEI
GHC
SIEB
GRC
MSEX
SJW
BDL
AIR
MOD
TRN
SPXC
MTRN
NSSC
NSEC
NWLI
NATR
TRC
GLT
NWN
FRD
OII
ODC
CRWS
YELL
TWIN
VIRC
ACU
GHM
PAR
PKOH
AE
PATK
DLX
FEIM
SENEB
AGYS
DCO
POWL
TDS
PCYO
AGX
NXGN
ASYS
RCMT
HOV
MYE
TPHS
USLM
TISI
RES
RELL
ITI
UTL
BIG
NEON
REX
SBCF
MUX
SHYF
OBCI
STC
RGR
TSRI
TAYD
SSY
VOXX
INT
PARAA
MBI
VGR
USM
TNC
MRTN
NBN
ODP
FRME
TG
WWR
CLRO
ISDR
DGII
IMGN
GIII
GSBC
HALL
BLFS
PPIH
TTI
VICR
GVA
BHE
PRK
MTRX
GTIM
VERU
ESE
NRIM
VWTR
IO
RDNT
LCUT
ATGE
RGS
DIN
MNRO
PRGS
TVTY
EZPW
PRA
AEY
ASXC
STRL
ISIG
TRNS
IMBI
ATNI
WRLD
WNC
HMN
OI
JBSS
AMSC
JAN
WETF
WTT
PHX
AHPI
SCHL
THFF
LCTX
NBTB
USAK
JACK
NTIC
ASUR
KOPN
TRST
RNST
STBA
BKE
ARCB
USPH
FC
FCF
BBBY
FCEL
CENT
WIRE
STRS
FUNC
CVU
CAKE
UNAM
VTNR
MTX
CPSS
UFI
QUMU
NAVB
BIOL
KAI
LGND
GURE
PESI
UVE
ULBI
DDD
UFCS
UG
EGY
AORT
NATH
PEBO
RCKY
UEIC
ALG
AVID
UAMY
CHS
SCVL
SYBT
UBCP
SGA
ETD
USEG
GBR
FOSL
TCBK
ANIK
GABC
TWI
BBSI
NSYS
PFC
FLL
WINA
INOD
MCRI
CASH
UUU
MOV
RAVE
PTN
QCRH
RVSB
UTMD
CNTY
ITRI
OSBC
ROCK
VSEC
SCHN
WVFC
MHO
UFPT
MED
STCN
AGM
VALU
POLY
BZH
DAKT
SGMA
RGCO
LARK
MPAA
NNBR
SCSC
ZEUS
SMBC
SYPR
NKTR
HMNF
LJPC
GBX
MATW
ADTN
EFOI
MLR
PNBK
VLGEA
DWSN
TESS
WVVI
CARV
CVLG
HDSN
NWBI
VECO
MSN
MIND
CPHC
USAP
VOLT
RCII
SNEX
STRT
GFED
WAFD
CBZ
TAIT
HLIT
AATC
GIC
HA
NHTC
SBGI
GVP
WSTG
WABC
ADMP
DIT
KFRC
BTN
AUBN
MD
SMSI
RICK
CCF
OPK
FFIC
BANR
IVAC
NWPX
MLSS
SWM
TGTX
ASTC
BDR
BYFC
IDRA
TTNP
REV
JW
ANDE
CMCO
CSGS
IRIX
LNDC
LPTH
OVBC
GEF
CENX
SGRP
TCX
KVHI
STRM
OCC
EPM
SASR
TUP
ARTNA
JAKK
MFIN
CNOB
CASI
TBI
PROV
RUSHB
WHLM
CASS
GERN
AIM
OCFC
STRA
GES
AWRE
CSV
MVIS
TACT
SPPI
WLFC
ANF
OCN
USNA
TGI
BJRI
HIBB
NUS
SSP
AXDX
EVK
BBQ
FORR
CWBC
PLUS
SEAC
UNFI
NILE
TEN
CMT
UNTY
CERS
VCEL
CCBG
CTIC
EMKR
CVLY
FBC
GIFI
PBHC
INTT
SLP
HLX
DXPE
EGHT
HSKA
PRPH
AEHR
ABIO
LKFN
BHB
FARO
PLCE
PSMT
CAC
SNDA
DRQ
SRI
OSIS
INVE
NOTV
CTHR
CTIB
GEOS
CDZI
RNWK
ARKR
SAH
MPB
ASRT
PRDO
CFFI
DENN
HFWA
HOPE
RMTI
TSBK
MTMT
IESC
SCS
BRKL
NWFL
CNXN
SRDX
CIX
CBAN
CRAI
IOSP
HCKT
AXTI
EVOL
PLX
SBSI
CLAR
WYY
AWX
ENG
HZO
ALTO
LEU
RBCAA
CVV
HTBK
SAL
BUSE
CCNE
FNHC
INO
RFIL
SNBR
CFBK
BCOR
AXL
AUD
FCAP
GDEN
GBL
MTEX
AUTO
AMNB
DHIL
ATLC
CFFN
EXTR
HSII
LOAN
NLS
UONE
FISI
GEG
BSRR
PWFL
GNSS
FNLC
GCBC
ECPG
MDRX
VHC
MBWM
SALM
FLWS
NTCT
EGAN
CIR
CIZN
BSQR
EGBN
GAIA
PCTI
QUIK
IMMR
EVI
IDN
HBP
BMRC
BGCP
MCBC
NKSH
NTWK
PFSW
RDI
AGEN
BBGI
LBAI
ABEO
EMAN
EPC
IIIN
USIO
WULF
APT
HSTM
LXRX
LPSN
OPOF
SGMO
OSPN
CLSN
PXLW
RBBN
BHLB
CYH
DLA
CGRN
HWBK
FUSB
ACLS
INFI
SAVA
EVC
CRIS
ISSC
LTRX
SRGA
SPTN
AWH
DRRX
TTMI
SHEN
ICAD
INSG
RIGL
PGC
HBIO
RGP
YORW
HAFC
MPX
OIS
ATRS
IBCP
FCBC
UBOH
CIVB
SHBI
UBFO
IDT
RVP
GLBZ
PRSO
NTUS
EVBN
PDFS
PLPC
CCRN
SBFG
PWOD
WW
ALR
WNEB
UNB
MANT
LCI
CPSI
NPO
BGFV
HOFT
WTBA
WHG
CVGW
KIRK
RRGB
LYTS
BANC
NGS
CEVA
PKBK
PRAA
SAFT
VBFC
FSI
SWBI
ACTG
FCCO
PFS
NVEC
HSON
HTLF
OPHC
MARK
NTGR
MODV
UVSP
MXC
ANIP
CIDM
APYX
OMEX
CONN
MGRC
XPER
MEIP
TZOO
CKX
CMP
KRO
NNI
UTI
PETS
DVAX
COHN
CUTR
CVCY
MCHX
UCTT
CYCC
CORT
GNW
GHL
OGEN
ANGO
SP
MGI
STRR
MNKD
NURO
CAAS
CVGI
SFST
BBW
HURN
INVA
NP
SPOK
ATLO
CHCI
TBBK
BXC
WTI
CZNC
PTE
EYPT
SMMF
ARC
MNTX
EBTC
EFSC
KRNY
PFBC
ULH
INUV
KFFB
PBIP
RAIL
JVA
CTRN
PLBC
ZUMZ
ATSG
BFIN
LINC
DBI
THS
FTK
CNSL
ACCO
OFLX
RUTH
UEPS
EVRI
FBIZ
SSKN
WSBF
AMSF
IRBT
PEBK
BKD
CCO
BCBP
PSTV
HEES
MGYR
ACOR
LQDT
KOP
GPRE
LSBK
CBIO
VNDA
DK
MWA
AAWW
CBAT
FBMS
QRTEA
PRTK
ATEC
HIL
LUNA
PGTI
CSII
SNCR
HUSA
STAB
KALU
SSBI
XPL
ICFI
LMST
TCRT
EHTH
LMAT
EBS
CPRX
CZWI
GSAT
YTEN
FRST
WLDN
RHE
GLDD
MNOV
TAST
SBH
EIG
TA
AVAV
SNOA
III
ARAY
NCMI
PRTS
AVNW
GSIT
HAYN
SMCI
SUMR
CNK
ESSA
BGS
TRS
CLNE
FOLD
TTGT
GRBK
BLIN
INFN
LLNW
SCOR
TIPT
SYN
PRO
DHX
RIOT
AROC
UEC
FFNW
TOWN
CVI
NBY
PZN
LL
APEI
NFBK
RBCN
REED
ATHX
OESX
ORN
PSTI
SATS
TITN
FLNT
LRN
DGLY
DALN
LIVE
TRT
HCCI
KNDI
MOFG
NOG
GTE
IPI
NX
MLVF
CAPR
SGLY
ERII
PRIM
TREE
HCI
MYRG
MHH
ASRV
DMRC
FSFG
HBCP
CLW
VRTS
OVLY
CGA
ZVO
BWEN
ORRF
SMED
TBNK
CPIX
PLAG
CPHI
MG
FTFT
ADUS
LTBR
OMER
COWN
EMCF
KAR
ITP
TENX
IRWD
QNST
CNET
AUMN
AVEO
CREG
ALIM
CDXS
EBMT
CRMD
PLOW
EXPR
LMNR
VPG
SANW
